x,y
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
1.1657962799072266,-0.03701316565275192
