x,y,yaw,velocity
-4.3711744,9.0169442,1.2420849,7.3908289
-4.465991,9.0485684,1.2555824,7.4510792
-4.5612005,9.0789212,1.2687495,7.5122867
-4.6567431,9.1080212,1.2813178,7.5729755
-4.7526045,9.1359967,1.2919119,7.6409976
-4.8487409,9.1630932,1.2999813,7.7094997
-4.9450769,9.1894715,1.3069034,7.7773901
-5.0415758,9.215234,1.3127327,7.8446846
-5.13821,9.2404871,1.3174535,7.9113984
-5.2349479,9.2653379,1.3210501,7.977546
-5.3317611,9.2898945,1.3235534,8.0
-5.4286244,9.3142525,1.3252475,8.0
-5.5255249,9.3384633,1.3266322,8.0
-5.622457,9.3625496,1.3278174,8.0
-5.7194158,9.3865318,1.3287806,8.0
-5.8163962,9.4104328,1.3294967,8.0
-5.9133922,9.4342776,1.329943,8.0
-6.0103976,9.4580936,1.3300992,8.0
-6.1074066,9.4819101,1.3299479,8.0
-6.2044061,9.5057563,1.3294741,8.0
-6.3013885,9.5296641,1.3286655,8.0
-6.3983462,9.5536667,1.3275122,8.0
-6.4952711,9.577798,1.3260065,8.0
-6.5921548,9.6020923,1.3241426,8.0
-6.6889885,9.6265847,1.3219167,8.0
-6.7857631,9.6513101,1.3193265,8.0
-6.8824689,9.6763039,1.316371,8.0
-6.9790962,9.7016011,1.3130507,8.0
-7.0756346,9.7272367,1.3093669,8.0
-7.1720734,9.7532452,1.3053223,8.0
-7.2684017,9.7796608,1.3009203,8.0
-7.364608,9.8065171,1.2961656,7.9439653
-7.4606806,9.8338474,1.2910636,7.8325436
-7.5566077,9.8616837,1.2856207,7.7209465
-7.6523769,9.8900578,1.2798445,7.6089659
-7.7479757,9.9190001,1.2737436,7.4963787
-7.8433916,9.9485403,1.2673277,7.3829452
-7.9386119,9.9787068,1.2606074,7.268408
-8.0336241,10.0095268,1.2535948,7.1524905
-8.1284156,10.0410265,1.2463029,7.0348952
-8.2229743,10.0732305,1.2387459,6.9153033
-8.3172887,10.1061622,1.2309385,6.7936101
-8.4113476,10.1398433,1.2228977,6.6694636
-8.5051414,10.1742946,1.2146614,6.5425387
-8.5987005,10.2094237,1.2094149,6.4094146
-8.692116,10.2446489,1.2131006,6.2820637
-8.785825,10.2790599,1.224965,6.1667493
-8.8799696,10.3122784,1.2385131,6.0570847
-8.9746331,10.3441492,1.2538641,5.9529128
-9.0698344,10.3744892,1.2709898,5.8540008
-9.1655798,10.4031141,1.2898715,5.7599704
-9.2618834,10.4298465,1.3104723,5.6704971
-9.3587121,10.4545015,1.332743,5.5851883
-9.4560195,10.4769002,1.3566254,5.5035344
-9.5538814,10.4968972,1.3820927,5.4251177
-9.6522532,10.5143237,1.4090873,5.3495354
-9.7510764,10.5290168,1.43755,5.2764084
-9.8502784,10.5408204,1.4674219,5.205387
-9.9497775,10.5495863,1.4986504,5.1361041
-10.0495272,10.5551752,1.5312143,5.068061
-10.1494178,10.557449,1.565053,5.0005509
-10.2493245,10.5562845,1.5999999,4.9321313
-10.3491101,10.5515914,1.6357104,4.8626444
-10.4486283,10.5433074,1.6721074,4.790721
-10.5477283,10.5313768,1.7092486,4.715936
-10.6464541,10.5157066,1.7473214,4.6383069
-10.7444998,10.4962416,1.786412,4.5577234
